Tanggal,Resi Retur,DN,Resi Original,SKU,IMEI,Sloc,Doc Sanggahan,Update Case,KETERANGAN,Doc Handover,NO HO,Link Video Sanggahan,Status,Nama Packer,Status Print,Tgl & Jam Packing,catatan
,,Tidak ditemukan,JX5668200086,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,9,https://drive.google.com/file/d/12izGQPixVxVrb2bJSQCVrU8h9ryYBImU/view?usp=sharing,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5642298438,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi hp bekas,,Tidak ditemukan,179,https://drive.google.com/file/d/1ldG_StHNX_oxojMJz3HlqSY4LrzjM2J1/view?usp=sharing,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,SPXID053092394829,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done sumbit. user terima box kosong,,Tidak ditemukan,78,https://drive.google.com/file/d/1RZ1elx7gX7ooa-DRjfHvM_0ZKfP3uIQY/view?usp=sharing,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3533768827,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. banding,,Tidak ditemukan,8,https://drive.google.com/file/d/1NgWQXxVNd6dljHscYOTBnktPZXc_lMjH/view?usp=sharing,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3537557942,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. user info menerima paket tidak sesuai dengan pesanan (user menerima merk hp lain),,Tidak ditemukan,21,https://drive.google.com/file/d/1rBbxNz4Kw0vR6ODBSl3HKSY54gbdyoCA/view?usp=sharing,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3536357742,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily. Pengirim: sloc 1655 dan penerima 1653,,Tidak ditemukan,9,https://drive.google.com/file/d/1pwI8cqG1Vb6ZXi43FHWH1iFyPhP7RCbl/view?usp=sharing,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5629126567,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,"done submit. unit nya, apa sdh kirim sesuai pak",,Tidak ditemukan,568,D01_20250821173146.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5496920556,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. kardus hp rusak,,Tidak ditemukan,295,D01_20250802145101.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,SPXID053092394829,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box kosong,,Tidak ditemukan,78,D01_20250910140809.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5619302052,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,1019,D02_20250820184859.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,SPXID053278359349,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. user terima box kosong,,Tidak ditemukan,15,D04_20250911101728.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5681457485,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,102,D02_20250901094452.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,SPXID053384673839,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. user terima box kosong,,Tidak ditemukan,97,D01_20250910141355.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5814472661,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box kosong,,Tidak ditemukan,619,D02_20250917153546.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,SPXID053188801629,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box kosong,,Tidak ditemukan,88,D03_20250910142440.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5814274770,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. user terima tdk sesuai,,Tidak ditemukan,36,D02_20250918092057.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5681113721,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi potongan keramik,,Tidak ditemukan,288,D02_20250830111732.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5846694920,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi kain sampah,,Tidak ditemukan,146,D01_20250922103809.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5556422821,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,315,D01_20250811155525.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5680923188,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi pelicin pakaian,,Tidak ditemukan,433,D01_20250901144841.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5622259978,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi speaker Bluetooth,,Tidak ditemukan,527,D01_20250822164320.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5626825786,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi hp samsung kw,,Tidak ditemukan,691,D02_20250822173201.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5747770906,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. iqra & box samsung,,Tidak ditemukan,303,D01_20250908144839.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5735244019,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi potongan keramik,,Tidak ditemukan,257,D01_20250906133119.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5744056311,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi kaos,,Tidak ditemukan,388,D03_20250908153255.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5731818177,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. Isi PowerBank,,Tidak ditemukan,387,D03_20250908153411.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5734527785,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,Resi diterima,,Tidak ditemukan,,,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5873503279,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily. SN diterima,,Tidak ditemukan,126,D03_20250927111514.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5864861440,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi sampah kain,,Tidak ditemukan,44,D01_20250925100346.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5879661515,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi botol air,,Tidak ditemukan,31,D01_20250926100618.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5821775094,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,349,D03_20250919155032.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5810851517,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi celana dalam,,Tidak ditemukan,292,D02_20250917114204.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5827979032,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi pecahan genteng,,Tidak ditemukan,166,D01_20250919111610.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5819992970,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. unit hilang,,Tidak ditemukan,48,D01_20250918112026.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5804107642,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box kosong xiaomi,,Tidak ditemukan,251,D01_20250916133337.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5808173442,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi body lotion,,Tidak ditemukan,224,D03_20250916132830.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5739221494,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi batu,,Tidak ditemukan,41,D04_20250908105131.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5560193559,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. dus penyok,,Tidak ditemukan,61,D04_20250812135923.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5817512277,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi hp bekas,,Tidak ditemukan,58,D02_20250918093735.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,SPXID051713840209,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,12,D01_20250929135513.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,SPXID056396143269,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,12,D01_20250925113844.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5853863963,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi hp bekas dan air botol,,Tidak ditemukan,168,D01_20250924115222.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5863986230,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,119,D03_20250925110157.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,https://drive.google.com/file/d/1aJH9k0qsrmSaAppypZwl_E1NZhXaZ-pb/view?usp=sharing,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. semua barang tidak sampai,,Tidak ditemukan,77,D01_20250925135125.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5836916570,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi hairdryer bekas,,Tidak ditemukan,320,D04_20250922134222.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,4177231973,B,PB7T0006ID,000351480220866692,1653,,good unit,,HO-20260516-97C46,299,Tdk Provide Kendala Mati Listrik,done,Reza,Success,2026-05-16 14:36:03,
,,Tidak ditemukan,JX5856017977,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily. Resi diterima,,Tidak ditemukan,124,D04_20250924115836.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5818958709,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily. resi yang diterima,,Tidak ditemukan,575,D02_20250917151612.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5655289270,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. dibatalkan (paket hilang),,Tidak ditemukan,321,D01_20250826154436.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5650839285,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. dibatalkan (paket hilang),,Tidak ditemukan,78,D03_20250827141412.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5653781149,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. dibatalkan (paket hilang),,Tidak ditemukan,65,D01_20250826132214.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5874528170,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. unit tidak sesuai,,Tidak ditemukan,53,D03_20250927103550.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5897355773,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. paket isi batu,,Tidak ditemukan,112,D04_20250930140700.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5800621858,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. dus rusak digigit tikus,,Tidak ditemukan,96,D01_20250916110100.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3532858551,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. Isi Tissue dan Cuka Apel,,Tidak ditemukan,8,D02_20250929160953.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5870398906,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi daster dan kaos kaki,,Tidak ditemukan,138,D04_20250926153457.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3536681873,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box kosong redmi,,Tidak ditemukan,33,D04_20251008134707.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,570134559869,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi sampah kardus,,Tidak ditemukan,1,D03_20251003135051.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5717929479,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily. paket hilang,,Tidak ditemukan,209,D02_20250904110843.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5880799093,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi toples,,Tidak ditemukan,280,D01_20250929133055.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5874276372,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi sandal wanita,,Tidak ditemukan,165,D03_20250927113506.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6046910993,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. hp bekas,,Tidak ditemukan,280,D03_20251007133642.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6014293944,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. unit hilang,,Tidak ditemukan,96,D01_20251002131153.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5598057294,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi speaker bluetooth,,Tidak ditemukan,137,D01_20250818141836.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6093201256,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. menerima paket hanya 1 unit (pesan 2 unit).,,Tidak ditemukan,707,D05_20251013185244.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5888887488,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi sampah plastik,,Tidak ditemukan,91,D01_20250929110817.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5870893973,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily.Resi diterima,,Tidak ditemukan,207,D03_20250927110418.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5877501178,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done daily. resi yang diterima,,Tidak ditemukan,135,D03_20250927111218.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6030868261,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. hp bekas,,Tidak ditemukan,390,D02_20251006154002.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6091001133,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box kosong merk lain,,Tidak ditemukan,313,D01_20251013164948.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5448890470,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,"done submit. bad unit tdk segel, charger hilang",,Tidak ditemukan,542,D02_20250726174459.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6066379187,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi botol,,Tidak ditemukan,66,D01_20251010110231.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3535741873,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. unit hilang,,Tidak ditemukan,28,D04_20251008135425.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3537638173,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi batu,,Tidak ditemukan,16,D02_20251014115434.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6098888573,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box kosong,,Tidak ditemukan,141,D04_20251014115536.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6099370858,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. box kosong,,Tidak ditemukan,570,D01_20251013173720.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6075637853,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi potongan keramik,,Tidak ditemukan,469,D03_20251010192410.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6099918969,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi batu,,Tidak ditemukan,47,D03_20251014110559.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6020243978,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi baju bekas,,Tidak ditemukan,443,D02_20251003154055.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6035156483,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi keramik,,Tidak ditemukan,665,D03_20251006173626.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6032012866,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi pecahan keramik,,Tidak ditemukan,66,D01_20251006102025.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,"JX6094501545 JX4508193856 resi retur",Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. bad unit tdk segel,,Tidak ditemukan,406,D01_20251013162328.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6100138187,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. dus penyok,,Tidak ditemukan,71,D03_20251016111632.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6150941744,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. unit hilang,,Tidak ditemukan,357,D01_20251022143521.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6098299349,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi minuman,,Tidak ditemukan,395,D01_20251013171516.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6061261232,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi hp dummy,,Tidak ditemukan,288,D03_20251009113159.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6090737664,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi spons dan batu,,Tidak ditemukan,324,D02_20251014104054.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6088878561,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,"done submit. pesan 2 unit,terima good unit 1 dan 1 lagi baju",,Tidak ditemukan,708,D05_20251013185058.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6123997596,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi karet ban,,Tidak ditemukan,118,D01_20251020094044.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6048373360,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi batu,,Tidak ditemukan,773,D05_20251006192021.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6076698882,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi hp bekas,,Tidak ditemukan,384,D01_20251011114330.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6100471518,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi batu dan triplek,,Tidak ditemukan,507,D04_20251014143632.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6031254665,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi krim wajah bekas,,Tidak ditemukan,86,D04_20251006134943.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6075950533,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi dus hp saja,,Tidak ditemukan,175,D04_20251010171022.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6051016530,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi botol minuman,,Tidak ditemukan,127,D01_20251007142755.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6019991786,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi batu,,Tidak ditemukan,163,D01_20251002145821.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6024324391,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. tidak segel,,Tidak ditemukan,99,D01_20251004103644.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6146830568,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi amplop putih,,Tidak ditemukan,320,D01_20251021140655.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,TG3538428480,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. isi vitamin,,Tidak ditemukan,5,D01_20251022094727.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5555787708,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. dus saja tanpa hp,,Tidak ditemukan,360,D01_20250811162303.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6090008040,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. dus saja tanpa hp,,Tidak ditemukan,829,D01_20251013200733.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX5553150479,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,resi diterima,,Tidak ditemukan,,Tdk Provide sudah lewat batas waktu penyimpanan,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
,,Tidak ditemukan,JX6211913324,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,,done submit. good unit (gudang kirim sesuai),,Tidak ditemukan,6,D02_20251030154639.mp4,done,Tidak ditemukan,Tidak ditemukan,Tidak ditemukan,
